Sale_ID,Date,Brand,Shoe_Type,Color,Country,Sales_Channel,Price_USD,Units_Sold,Revenue_USD
S343,2025-08-21,Skechers,Running,White,Germany,Retail Store,68.1,3,204.3
S344,2025-09-05,Adidas,Sports,Grey,UK,Retail Store,125.45,15,1881.75
S345,2025-06-13,Reebok,Casual,Blue,India,Mall,117.67,12,1412.04
S346,2025-02-24,Adidas,Formal,Black,France,Retail Store,165.49,11,1820.39
S347,2025-05-07,Nike,Running,Blue,Germany,Mall,169.72,5,848.6
S348,2025-08-03,Adidas,Sports,Grey,UAE,Retail Store,39.97,8,319.76
S349,2025-04-08,Reebok,Sneakers,Red,Germany,Retail Store,112.41,6,674.46
S350,2025-09-12,Nike,Formal,Grey,Germany,Online,167.69,1,167.69
S351,2025-04-21,Puma,Running,Black,France,Retail Store,140.69,19,2673.11
S352,2025-11-02,Puma,Sneakers,Black,Saudi Arabia,Online,218.43,16,3494.88
S353,2025-08-09,Puma,Boots,Blue,Saudi Arabia,Retail Store,174.91,5,874.55
S354,2025-07-07,Reebok,Running,Grey,India,Online,65.85,2,131.7
S355,2025-07-05,Puma,Running,Red,India,Retail Store,45.53,18,819.54
S356,2025-10-09,New Balance,Boots,Grey,USA,Online,171.33,9,1541.97
S357,2025-02-19,Puma,Sports,Grey,France,Online,35.83,13,465.79
S358,2025-04-12,New Balance,Formal,Grey,USA,Online,158.87,20,3177.4
S359,2025-01-20,Skechers,Sports,Red,India,Retail Store,236.85,5,1184.25
S360,2025-03-18,New Balance,Casual,Blue,India,Retail Store,156.6,20,3132.0
S361,2025-03-25,New Balance,Boots,Blue,India,Retail Store,115.4,13,1500.2
S362,2025-09-17,New Balance,Formal,Green,India,Retail Store,171.52,17,2915.84
S363,2025-09-01,Puma,Sports,Green,USA,Retail Store,130.82,1,130.82
S364,2025-10-26,Skechers,Boots,Green,USA,Mall,150.04,10,1500.4
S365,2025-08-31,Skechers,Sneakers,Grey,UK,Mall,237.12,9,2134.08
S366,2025-01-27,Reebok,Casual,Grey,UAE,Mall,114.94,19,2183.86
S367,2025-11-14,Adidas,Boots,White,USA,Mall,241.46,13,3138.98
S368,2025-12-25,Adidas,Running,Red,France,Retail Store,229.18,4,916.72
S369,2025-03-19,Skechers,Casual,Red,India,Mall,73.07,14,1022.98
S370,2025-08-30,Skechers,Casual,Grey,UK,Mall,45.26,2,90.52
S371,2025-06-16,New Balance,Formal,Blue,UK,Retail Store,52.17,16,834.72
S372,2025-09-30,New Balance,Sports,Green,Saudi Arabia,Mall,34.01,11,374.11
S373,2025-12-15,New Balance,Formal,White,UK,Retail Store,50.78,9,457.02
S374,2025-10-13,Adidas,Sports,Blue,UAE,Online,180.26,10,1802.6
S375,2025-12-20,Puma,Formal,Blue,India,Mall,45.66,16,730.56
S376,2025-05-21,Nike,Sneakers,Green,India,Retail Store,100.17,10,1001.7
S377,2025-07-22,Adidas,Sports,Black,France,Mall,215.87,12,2590.44
S378,2025-02-10,Reebok,Boots,Blue,UAE,Retail Store,35.12,12,421.44
S379,2025-04-20,New Balance,Sports,Grey,UAE,Retail Store,209.18,7,1464.26
S380,2025-03-12,New Balance,Boots,Grey,UK,Online,92.01,4,368.04
S381,2025-01-26,Adidas,Boots,White,USA,Online,56.0,17,952.0
S382,2025-07-31,Skechers,Formal,Black,UAE,Online,183.28,11,2016.08
S383,2025-01-03,Adidas,Formal,Green,Germany,Retail Store,168.37,18,3030.66
S384,2025-11-30,Puma,Sports,Blue,UAE,Online,223.04,7,1561.28
S385,2025-02-15,Adidas,Sneakers,Green,UAE,Online,191.72,19,3642.68
S386,2025-03-31,Adidas,Running,Red,Saudi Arabia,Retail Store,206.77,14,2894.78
S387,2025-04-06,Nike,Running,Blue,India,Mall,92.05,10,920.5
S388,2025-02-24,Puma,Formal,Green,India,Mall,69.04,11,759.44
S389,2025-09-10,New Balance,Formal,Blue,UK,Online,195.14,5,975.7
S390,2025-06-19,Skechers,Formal,Green,France,Mall,207.5,6,1245.0
S391,2025-04-06,Skechers,Sports,Blue,India,Mall,247.91,1,247.91
S392,2025-04-09,New Balance,Boots,Red,Saudi Arabia,Retail Store,120.78,6,724.68
S393,2025-09-21,Nike,Formal,Green,USA,Online,111.84,11,1230.24
S394,2025-03-13,Puma,Casual,Black,France,Retail Store,200.81,16,3212.96
S395,2025-05-01,Puma,Sports,Blue,India,Mall,104.98,15,1574.7
S396,2025-10-21,Puma,Boots,Blue,UAE,Online,234.77,1,234.77
S397,2025-02-01,Reebok,Sports,White,Germany,Mall,218.85,4,875.4
S398,2025-09-15,Skechers,Running,Green,France,Retail Store,124.38,10,1243.8
S399,2025-11-11,Adidas,Casual,Red,UK,Retail Store,195.19,8,1561.52
S400,2025-11-07,Reebok,Boots,Grey,Germany,Mall,196.0,12,2352.0
S401,2025-12-07,Adidas,Boots,Grey,Saudi Arabia,Online,52.69,7,368.83
S402,2025-09-27,New Balance,Boots,Blue,USA,Mall,228.56,15,3428.4
S403,2025-02-27,New Balance,Sneakers,White,India,Mall,141.16,2,282.32
S404,2025-03-18,Puma,Sneakers,Red,USA,Mall,211.82,6,1270.92
S405,2025-04-16,Reebok,Running,Grey,Germany,Online,100.41,19,1907.79
S406,2025-08-21,New Balance,Formal,Red,India,Online,227.02,5,1135.1
S407,2025-10-14,Skechers,Sports,Green,USA,Retail Store,115.62,15,1734.3
S408,2025-05-11,Skechers,Casual,Grey,USA,Online,32.38,1,32.38
S409,2025-08-05,Skechers,Running,Grey,USA,Online,229.18,12,2750.16
S410,2025-08-30,Puma,Formal,White,Saudi Arabia,Online,50.08,2,100.16
S411,2025-11-25,Puma,Formal,Red,Saudi Arabia,Retail Store,100.25,14,1403.5
S412,2025-07-12,Skechers,Boots,Grey,UK,Mall,239.01,3,717.03
S413,2025-06-28,Adidas,Sneakers,Red,India,Online,239.13,4,956.52
S414,2025-04-25,Nike,Sports,Red,UAE,Mall,156.16,1,156.16
S415,2025-10-06,New Balance,Formal,White,UK,Retail Store,169.0,14,2366.0
S416,2025-06-27,Puma,Casual,Green,Saudi Arabia,Online,128.66,5,643.3
S417,2025-01-17,New Balance,Running,White,UK,Online,94.51,14,1323.14
S418,2025-02-21,Nike,Formal,Grey,UAE,Mall,102.31,20,2046.2
S419,2025-01-25,Skechers,Running,Red,Germany,Online,177.95,8,1423.6
S420,2025-10-04,Nike,Casual,Grey,France,Online,195.52,7,1368.64
S421,2025-10-22,New Balance,Sneakers,Green,Saudi Arabia,Retail Store,204.15,11,2245.65
S422,2025-05-02,Adidas,Boots,Grey,UK,Retail Store,203.72,10,2037.2
S423,2025-06-03,Nike,Sneakers,Grey,UAE,Online,50.07,9,450.63
S424,2025-11-17,New Balance,Formal,Black,France,Mall,138.77,14,1942.78
S425,2025-12-10,New Balance,Sports,Green,Germany,Retail Store,42.66,13,554.58
S426,2025-03-18,Reebok,Casual,Grey,Germany,Online,150.9,10,1509.0
S427,2025-04-26,Skechers,Casual,Red,USA,Mall,127.14,10,1271.4
S428,2025-07-31,New Balance,Sneakers,White,Germany,Online,225.29,14,3154.06
S429,2025-05-11,Puma,Boots,Black,Germany,Retail Store,107.2,7,750.4
S430,2025-02-17,Skechers,Casual,Black,France,Retail Store,55.75,18,1003.5
S431,2025-12-11,New Balance,Running,Black,UK,Mall,61.46,20,1229.2
S432,2025-12-10,Adidas,Formal,White,Saudi Arabia,Retail Store,197.53,18,3555.54
S433,2025-06-05,Adidas,Casual,Green,USA,Mall,166.01,1,166.01
S434,2025-09-03,Skechers,Sneakers,Green,UK,Retail Store,52.25,8,418.0
S435,2025-05-03,Puma,Sports,Red,Germany,Mall,48.5,18,873.0
S436,2025-11-29,Puma,Sports,Blue,India,Retail Store,184.21,12,2210.52
S437,2025-08-27,Skechers,Formal,Blue,UK,Retail Store,46.01,4,184.04
S438,2025-06-10,Nike,Sneakers,White,UAE,Online,210.81,14,2951.34
S439,2025-01-09,New Balance,Sneakers,Grey,UAE,Retail Store,185.37,9,1668.33
S440,2025-06-01,Adidas,Sports,White,Germany,Mall,47.9,5,239.5
S441,2025-05-06,New Balance,Boots,Green,France,Retail Store,48.66,16,778.56
S442,2025-09-08,Reebok,Casual,Green,Saudi Arabia,Retail Store,247.06,16,3952.96
S443,2025-03-28,Skechers,Sneakers,Red,UK,Mall,112.34,5,561.7
S444,2025-11-25,New Balance,Running,Black,Saudi Arabia,Mall,111.54,2,223.08
S445,2025-01-25,Reebok,Casual,Green,UK,Online,208.82,1,208.82
S446,2025-12-29,Nike,Casual,Grey,Germany,Retail Store,238.39,5,1191.95
S447,2025-01-31,Skechers,Boots,Grey,Germany,Mall,246.92,20,4938.4
S448,2025-09-07,Nike,Sneakers,Grey,Germany,Online,195.74,1,195.74
S449,2025-01-09,Skechers,Sports,Grey,France,Online,112.78,17,1917.26
S450,2025-09-15,Adidas,Running,Black,India,Online,48.37,14,677.18
S451,2025-05-04,New Balance,Sneakers,Blue,Saudi Arabia,Retail Store,200.97,7,1406.79
S452,2025-05-17,Nike,Sports,Red,Germany,Mall,152.85,13,1987.05
S453,2025-05-05,Puma,Boots,Black,UAE,Mall,123.33,8,986.64
S454,2025-01-17,Reebok,Formal,Red,India,Retail Store,229.4,3,688.2
S455,2025-01-29,Skechers,Casual,Black,Germany,Retail Store,54.46,1,54.46
S456,2025-11-27,New Balance,Running,Grey,USA,Online,138.38,11,1522.18
S457,2025-04-19,Reebok,Sports,Black,USA,Mall,32.5,19,617.5
S458,2025-05-24,New Balance,Boots,Black,UK,Retail Store,133.11,18,2395.98
S459,2025-01-09,New Balance,Casual,Green,Saudi Arabia,Retail Store,42.39,7,296.73
S460,2025-02-09,Adidas,Sneakers,White,India,Retail Store,56.14,10,561.4
S461,2025-12-13,Puma,Formal,Green,UK,Mall,55.86,18,1005.48
S462,2025-02-10,Skechers,Sports,Black,USA,Retail Store,172.83,17,2938.11
S463,2025-04-29,Puma,Sneakers,Grey,India,Retail Store,194.13,3,582.39
S464,2025-06-17,Skechers,Sports,Red,Germany,Online,158.34,1,158.34
S465,2025-07-02,Reebok,Formal,White,UAE,Mall,241.68,18,4350.24
S466,2025-12-05,Nike,Sneakers,Blue,Saudi Arabia,Online,112.47,13,1462.11
S467,2025-02-07,Puma,Casual,Red,UAE,Mall,92.86,3,278.58
S468,2025-03-20,Puma,Sports,Black,USA,Online,221.09,13,2874.17
S469,2025-06-07,Puma,Sports,Black,UK,Online,79.19,15,1187.85
S470,2025-04-06,Reebok,Sneakers,Grey,India,Retail Store,241.91,14,3386.74
S471,2025-02-22,Nike,Sports,Grey,USA,Mall,32.67,1,32.67
S472,2025-11-03,Reebok,Running,Blue,Germany,Retail Store,243.37,11,2677.07
S473,2025-02-13,Adidas,Sneakers,Grey,UK,Mall,39.5,18,711.0
S474,2025-07-14,Adidas,Sports,Blue,France,Retail Store,226.05,6,1356.3
S475,2025-03-16,Adidas,Formal,Blue,Germany,Retail Store,146.09,3,438.27
S476,2025-09-05,Puma,Sports,White,UAE,Mall,248.45,3,745.35
S477,2025-09-11,New Balance,Casual,Red,USA,Online,46.24,20,924.8
S478,2025-06-05,Reebok,Sports,Grey,Germany,Retail Store,151.85,1,151.85
S479,2025-08-14,Reebok,Boots,Grey,UK,Retail Store,243.25,11,2675.75
S480,2025-06-14,Skechers,Casual,Red,France,Online,145.08,20,2901.6
S481,2025-07-23,Puma,Boots,Green,UAE,Retail Store,168.47,11,1853.17
S482,2025-10-22,Puma,Formal,Blue,Saudi Arabia,Retail Store,183.06,8,1464.48
S483,2025-07-06,New Balance,Casual,Grey,India,Online,130.0,4,520.0
S484,2025-12-16,Nike,Boots,Red,UAE,Online,168.06,18,3025.08
S485,2025-08-13,Skechers,Running,Red,UAE,Retail Store,158.55,10,1585.5
S486,2025-03-13,Adidas,Sports,Green,UK,Mall,228.25,10,2282.5
S487,2025-08-05,Nike,Formal,Grey,Germany,Mall,40.0,13,520.0
S488,2025-07-25,New Balance,Boots,Red,India,Online,91.81,18,1652.58
S489,2025-07-04,New Balance,Boots,Black,USA,Online,239.09,18,4303.62
S490,2025-12-03,Adidas,Boots,Grey,USA,Mall,225.86,12,2710.32
S491,2025-11-27,Puma,Formal,Black,USA,Online,130.24,13,1693.12
S492,2025-05-13,New Balance,Boots,Grey,India,Mall,166.43,8,1331.44
S493,2025-12-19,Adidas,Formal,Blue,Germany,Retail Store,91.02,19,1729.38
S494,2025-12-14,Skechers,Sneakers,White,France,Online,71.39,19,1356.41
S495,2025-09-05,Puma,Formal,Black,USA,Mall,132.01,4,528.04
S496,2025-03-14,Puma,Sports,Red,Saudi Arabia,Online,107.74,12,1292.88
S497,2025-09-24,Puma,Formal,Black,Germany,Mall,158.4,16,2534.4
S498,2025-12-23,Puma,Running,Blue,USA,Mall,47.1,15,706.5
S499,2025-02-28,Puma,Boots,Black,UAE,Online,244.37,1,244.37
S500,2025-05-05,Adidas,Sneakers,White,France,Mall,246.97,17,4198.49
S501,2025-08-07,Adidas,Formal,Green,UK,Online,183.6,15,2754.0
S502,2025-11-24,Reebok,Running,Green,India,Online,147.94,14,2071.16
S503,2025-08-19,Reebok,Formal,Black,UAE,Online,98.1,19,1863.9
S504,2025-04-16,Skechers,Running,Grey,USA,Mall,209.03,9,1881.27
S505,2025-04-06,Puma,Casual,Red,USA,Retail Store,180.64,12,2167.68
S506,2025-12-10,New Balance,Boots,Blue,India,Retail Store,65.78,16,1052.48
S507,2025-11-09,New Balance,Running,Blue,France,Retail Store,230.4,13,2995.2
S508,2025-11-13,Skechers,Boots,Blue,India,Mall,210.96,6,1265.76
S509,2025-02-13,Puma,Running,White,France,Online,238.96,5,1194.8
S510,2025-04-04,Skechers,Casual,Grey,Germany,Retail Store,189.66,12,2275.92
S511,2025-11-02,New Balance,Formal,Red,UK,Retail Store,164.95,5,824.75
S512,2025-11-22,Skechers,Boots,White,India,Online,122.01,18,2196.18
S513,2025-09-08,Adidas,Casual,Blue,Saudi Arabia,Retail Store,235.2,10,2352.0
S514,2025-11-14,Puma,Running,Red,UK,Online,220.53,2,441.06
S515,2025-07-16,New Balance,Boots,Red,Germany,Mall,39.95,18,719.1
S516,2025-09-09,Skechers,Formal,Red,UK,Online,35.8,14,501.2
S517,2025-10-17,Adidas,Sports,Black,France,Online,112.82,1,112.82
S518,2025-10-03,Adidas,Formal,Grey,UAE,Retail Store,208.32,10,2083.2
S519,2025-10-09,Nike,Sneakers,Black,France,Mall,247.2,17,4202.4
S520,2025-07-07,Nike,Boots,Red,India,Online,63.09,18,1135.62
S521,2025-08-06,Skechers,Boots,White,France,Online,160.71,4,642.84
S522,2025-08-19,Puma,Running,Red,Saudi Arabia,Online,113.8,9,1024.2
S523,2025-05-02,Skechers,Sneakers,Green,France,Mall,243.38,7,1703.66
S524,2025-11-09,Adidas,Sneakers,White,Saudi Arabia,Online,215.27,14,3013.78
S525,2025-04-16,New Balance,Sports,Grey,France,Mall,214.43,2,428.86
S526,2025-10-03,Puma,Boots,Blue,France,Mall,133.11,6,798.66
S527,2025-05-17,Skechers,Running,White,Saudi Arabia,Retail Store,121.26,17,2061.42
S528,2025-01-31,Skechers,Casual,Green,Saudi Arabia,Online,90.15,9,811.35
S529,2025-05-08,Skechers,Sports,White,Saudi Arabia,Mall,42.4,5,212.0
S530,2025-07-21,Adidas,Sneakers,Green,France,Mall,220.24,16,3523.84
S531,2025-08-01,Reebok,Running,Green,Saudi Arabia,Online,208.84,13,2714.92
S532,2025-07-26,Skechers,Sports,Green,France,Retail Store,249.94,17,4248.98
S533,2025-09-07,New Balance,Running,Green,USA,Mall,249.26,11,2741.86
S534,2025-08-23,Nike,Sneakers,Red,UK,Retail Store,152.19,12,1826.28
S535,2025-04-19,Puma,Sports,Blue,France,Mall,199.18,16,3186.88
S536,2025-10-23,New Balance,Formal,Blue,UAE,Online,237.85,5,1189.25
S537,2025-01-24,Skechers,Formal,Black,USA,Online,216.92,4,867.68
S538,2025-08-14,Nike,Formal,White,UAE,Online,84.42,15,1266.3
S539,2025-11-29,Adidas,Sports,Black,UAE,Retail Store,129.12,10,1291.2
S540,2025-05-09,Puma,Boots,Green,UK,Online,58.42,3,175.26
S541,2025-07-22,Skechers,Boots,White,Germany,Mall,239.89,10,2398.9
S542,2025-02-16,Nike,Casual,Red,USA,Online,163.36,4,653.44
S543,2025-10-31,New Balance,Boots,Red,USA,Online,80.3,8,642.4
S544,2025-12-23,Nike,Formal,Green,UK,Retail Store,177.77,11,1955.47
S545,2025-02-06,Reebok,Running,Green,Saudi Arabia,Online,165.99,8,1327.92
S546,2025-02-22,Puma,Sports,White,Germany,Online,108.8,11,1196.8
S547,2025-11-25,Nike,Sneakers,Grey,USA,Mall,54.98,5,274.9
S548,2025-11-29,Reebok,Sports,Green,UK,Mall,177.75,6,1066.5
S549,2025-03-19,New Balance,Boots,Red,Saudi Arabia,Online,144.47,14,2022.58
S550,2025-02-14,Adidas,Running,Grey,UAE,Retail Store,199.91,4,799.64
S551,2025-06-29,Puma,Casual,White,France,Mall,144.44,14,2022.16
S552,2025-02-13,New Balance,Sneakers,Grey,UAE,Mall,217.48,8,1739.84
S553,2025-05-26,Skechers,Sports,White,India,Mall,151.42,1,151.42
S554,2025-09-18,Skechers,Formal,Blue,UAE,Online,153.41,7,1073.87
S555,2025-05-03,Reebok,Running,White,Germany,Mall,222.86,16,3565.76
S556,2025-11-01,New Balance,Running,Blue,France,Online,118.77,3,356.31
S557,2025-07-18,Reebok,Sports,Grey,UAE,Online,59.48,19,1130.12
S558,2025-08-30,Nike,Sneakers,Black,USA,Retail Store,36.33,3,108.99
S559,2025-04-21,Nike,Formal,Grey,France,Mall,196.13,2,392.26
S560,2025-12-31,Reebok,Formal,Green,Germany,Online,166.47,17,2829.99
S561,2025-11-24,New Balance,Sneakers,White,France,Online,184.9,18,3328.2
S562,2025-06-08,New Balance,Casual,White,India,Retail Store,76.85,3,230.55
S563,2025-07-20,Skechers,Boots,Green,UAE,Online,60.0,19,1140.0
S564,2025-06-08,Skechers,Casual,Black,UK,Online,33.2,14,464.8
S565,2025-08-11,Reebok,Sneakers,Grey,USA,Retail Store,107.13,4,428.52
S566,2025-12-08,Nike,Running,Green,UK,Mall,159.78,6,958.68
S567,2025-01-06,Reebok,Sports,Grey,India,Mall,116.29,6,697.74
S568,2025-05-13,Puma,Casual,Green,Saudi Arabia,Retail Store,126.24,6,757.44
S569,2025-03-02,Puma,Formal,Blue,India,Online,228.91,1,228.91
S570,2025-05-15,Skechers,Running,Red,Germany,Mall,106.62,19,2025.78
S571,2025-07-04,Reebok,Sneakers,White,France,Online,143.08,2,286.16
S572,2025-05-11,New Balance,Boots,Green,USA,Online,202.4,4,809.6
S573,2025-09-18,Nike,Running,White,USA,Retail Store,117.24,1,117.24
S574,2025-07-06,Adidas,Casual,Black,India,Mall,166.86,13,2169.18
S575,2025-12-02,Adidas,Sports,White,Germany,Mall,219.72,14,3076.08
S576,2025-06-13,Nike,Sneakers,Blue,USA,Mall,238.89,9,2150.01
S577,2025-12-11,Adidas,Casual,Grey,USA,Retail Store,62.36,2,124.72
S578,2025-02-05,Puma,Sports,Blue,USA,Mall,233.85,15,3507.75
S579,2025-08-22,Puma,Casual,Blue,India,Retail Store,138.27,1,138.27
S580,2025-11-15,Reebok,Sports,Grey,Germany,Online,86.81,8,694.48
S581,2025-10-07,Adidas,Running,Red,USA,Online,131.01,8,1048.08
S582,2025-10-05,Skechers,Boots,Black,France,Online,245.61,12,2947.32
S583,2025-12-03,Skechers,Boots,Blue,USA,Online,138.38,13,1798.94
S584,2025-09-29,Reebok,Formal,Black,UK,Mall,102.33,8,818.64
S585,2025-05-24,Nike,Casual,Grey,Germany,Mall,169.35,3,508.05
S586,2025-07-10,Skechers,Running,Grey,USA,Mall,82.83,15,1242.45
S587,2025-03-10,Nike,Sneakers,Grey,USA,Retail Store,46.69,13,606.97
S588,2025-12-06,Adidas,Sports,Blue,Saudi Arabia,Retail Store,58.35,5,291.75
S589,2025-07-21,Puma,Formal,Blue,UK,Online,58.17,11,639.87
S590,2025-04-14,New Balance,Running,White,USA,Online,63.42,5,317.1
S591,2025-08-19,Puma,Formal,Black,India,Retail Store,60.54,15,908.1
S592,2025-04-17,Puma,Formal,Blue,Saudi Arabia,Online,170.99,15,2564.85
S593,2025-02-16,Skechers,Sports,Green,UAE,Mall,70.01,6,420.06
S594,2025-01-21,Puma,Casual,Black,UAE,Online,106.05,7,742.35
S595,2025-07-02,New Balance,Running,Green,France,Retail Store,227.29,13,2954.77
S596,2025-03-31,Reebok,Formal,Grey,UAE,Mall,134.27,1,134.27
S597,2025-05-08,Reebok,Running,White,USA,Online,176.86,4,707.44
S598,2025-02-01,Adidas,Casual,Red,France,Mall,67.91,8,543.28
S599,2025-11-19,New Balance,Sneakers,Blue,Saudi Arabia,Online,72.3,3,216.9
S600,2025-01-12,Adidas,Boots,Red,Saudi Arabia,Online,38.99,3,116.97
S601,2025-02-17,Nike,Running,Red,USA,Online,67.17,11,738.87
S602,2025-10-21,Skechers,Formal,Red,USA,Retail Store,91.29,14,1278.06
S603,2025-12-16,Adidas,Sports,White,UK,Retail Store,68.94,14,965.16
S604,2025-05-24,Adidas,Running,Grey,India,Mall,49.51,15,742.65
S605,2025-05-06,Reebok,Formal,Grey,Germany,Online,56.54,10,565.4
S606,2025-02-14,Reebok,Casual,Red,UK,Mall,131.37,9,1182.33
S607,2025-09-27,Skechers,Sneakers,Black,Germany,Mall,75.39,8,603.12
S608,2025-07-03,New Balance,Formal,Blue,India,Mall,110.14,16,1762.24
S609,2025-06-14,Puma,Casual,Black,France,Mall,140.75,13,1829.75
S610,2025-04-23,Puma,Running,Red,India,Retail Store,181.89,1,181.89
S611,2025-10-27,Adidas,Running,White,UAE,Online,38.65,8,309.2
S612,2025-05-17,Skechers,Running,White,India,Retail Store,205.87,18,3705.66
S613,2025-07-01,Adidas,Casual,Grey,France,Mall,168.14,6,1008.84
S614,2025-12-24,New Balance,Running,Green,UAE,Retail Store,47.99,12,575.88
S615,2025-10-18,Adidas,Sneakers,White,Saudi Arabia,Retail Store,222.19,19,4221.61
S616,2025-10-05,Adidas,Formal,Black,USA,Online,232.59,10,2325.9
S617,2025-04-30,Adidas,Running,Grey,Germany,Online,43.44,20,868.8
S618,2025-06-19,Adidas,Casual,Blue,UAE,Online,90.91,20,1818.2
S619,2025-06-15,Nike,Casual,Grey,UAE,Online,207.36,2,414.72
S620,2025-02-26,Puma,Running,Blue,UAE,Mall,194.62,17,3308.54
S621,2025-07-22,Nike,Sports,Blue,France,Online,70.59,19,1341.21
S622,2025-03-22,Skechers,Formal,Green,France,Online,76.06,14,1064.84
S623,2025-12-29,Skechers,Sneakers,Blue,UK,Mall,111.5,18,2007.0
S624,2025-10-29,Reebok,Sports,Green,UAE,Retail Store,136.6,6,819.6
S625,2025-03-07,Skechers,Running,Green,India,Retail Store,166.02,6,996.12
S626,2025-10-18,Adidas,Sneakers,Blue,Saudi Arabia,Mall,111.16,2,222.32
S627,2025-04-24,Nike,Formal,White,France,Mall,131.76,19,2503.44
S628,2025-02-09,Puma,Sports,White,UAE,Online,194.44,8,1555.52
S629,2025-12-29,Reebok,Running,Blue,UK,Online,38.07,11,418.77
S630,2025-12-21,Puma,Sports,Black,UAE,Online,85.54,3,256.62
S631,2025-01-25,Reebok,Boots,Red,UK,Retail Store,186.94,13,2430.22
S632,2025-09-10,Puma,Sneakers,Red,USA,Retail Store,226.95,13,2950.35
S633,2025-10-23,Adidas,Formal,Black,Saudi Arabia,Online,142.57,8,1140.56
S634,2025-05-31,Puma,Sports,Black,USA,Retail Store,147.06,1,147.06
S635,2025-03-29,Adidas,Boots,Black,India,Online,53.58,13,696.54
S636,2025-06-23,New Balance,Formal,Green,USA,Retail Store,128.43,20,2568.6
S637,2025-12-01,New Balance,Formal,White,USA,Online,147.18,6,883.08
S638,2025-06-19,Adidas,Formal,Green,India,Mall,83.34,7,583.38
S639,2025-10-04,Skechers,Sports,Blue,UK,Online,89.23,9,803.07
S640,2025-01-26,New Balance,Sneakers,Red,UK,Online,113.0,13,1469.0
S641,2025-07-04,Reebok,Running,Blue,Saudi Arabia,Mall,34.42,1,34.42
S642,2025-11-17,Reebok,Casual,Black,USA,Online,100.86,20,2017.2
S643,2025-03-29,Nike,Formal,Black,France,Retail Store,76.52,10,765.2
S644,2025-08-30,Skechers,Sports,Black,UAE,Mall,102.05,16,1632.8
S645,2025-07-18,Puma,Formal,Blue,UK,Retail Store,56.35,6,338.1
S646,2025-01-23,Reebok,Formal,Blue,UK,Retail Store,225.92,9,2033.28
S647,2025-10-16,Adidas,Boots,Green,USA,Online,160.59,2,321.18
S648,2025-12-09,New Balance,Formal,Grey,UK,Mall,179.4,12,2152.8
S649,2025-02-01,New Balance,Formal,Grey,UAE,Retail Store,203.62,13,2647.06
S650,2025-10-21,Reebok,Sports,Black,Germany,Mall,139.66,8,1117.28
S651,2025-01-18,New Balance,Sneakers,Grey,UAE,Mall,49.12,17,835.04
S652,2025-03-17,Reebok,Casual,White,UK,Online,148.16,4,592.64
S653,2025-03-06,Reebok,Running,Green,Germany,Online,159.11,2,318.22
S654,2025-11-18,New Balance,Sports,Blue,UAE,Online,194.0,5,970.0
S655,2025-02-14,New Balance,Formal,Grey,France,Retail Store,124.97,13,1624.61
S656,2025-09-24,Nike,Boots,Grey,India,Mall,58.07,15,871.05
S657,2025-08-03,Reebok,Casual,White,India,Mall,92.43,4,369.72
S658,2025-10-26,Nike,Sneakers,Black,Saudi Arabia,Retail Store,109.88,4,439.52
S659,2025-10-02,Reebok,Sports,Red,UAE,Retail Store,172.1,12,2065.2
S660,2025-10-20,Reebok,Running,White,France,Retail Store,155.57,20,3111.4
S661,2025-03-15,New Balance,Boots,Green,Germany,Online,108.34,20,2166.8
S662,2025-07-22,Skechers,Casual,Black,UAE,Retail Store,247.03,11,2717.33
S663,2025-05-18,Nike,Sports,Blue,France,Retail Store,163.27,12,1959.24
S664,2025-09-09,Adidas,Casual,Blue,UAE,Retail Store,82.19,4,328.76
S665,2025-06-14,Skechers,Formal,Grey,UAE,Online,52.39,9,471.51
S666,2025-04-07,Adidas,Formal,Green,Germany,Mall,63.63,15,954.45
S667,2025-07-11,New Balance,Casual,Black,France,Mall,84.11,2,168.22
S668,2025-09-17,Adidas,Sneakers,Grey,USA,Online,65.35,13,849.55
S669,2025-04-09,Nike,Casual,Black,Germany,Online,71.04,7,497.28
S670,2025-07-04,Puma,Sports,Red,India,Retail Store,92.72,7,649.04
S671,2025-11-22,Skechers,Running,White,France,Retail Store,68.14,4,272.56
S672,2025-11-01,Adidas,Formal,Grey,India,Retail Store,227.29,15,3409.35
S673,2025-06-26,Puma,Boots,Green,USA,Retail Store,47.65,6,285.9
S674,2025-01-15,Nike,Casual,Grey,Saudi Arabia,Online,145.39,13,1890.07
S675,2025-04-24,Skechers,Casual,Blue,UAE,Retail Store,120.29,8,962.32
S676,2025-09-20,Skechers,Running,Red,UK,Mall,246.12,1,246.12
S677,2025-03-30,Nike,Casual,Blue,India,Retail Store,54.65,20,1093.0
S678,2025-12-31,Reebok,Formal,Blue,Germany,Retail Store,117.53,9,1057.77
S679,2025-04-22,Puma,Boots,Grey,Saudi Arabia,Mall,243.28,15,3649.2
S680,2025-07-23,Nike,Running,Grey,UAE,Retail Store,220.41,19,4187.79
S681,2025-10-15,New Balance,Sports,Blue,UAE,Online,209.76,20,4195.2
S682,2025-09-04,Puma,Sports,Green,France,Retail Store,86.74,3,260.22
S683,2025-05-14,Adidas,Casual,Grey,Saudi Arabia,Online,67.6,10,676.0
S684,2025-01-30,Reebok,Boots,Blue,UAE,Online,177.1,20,3542.0
S685,2025-01-14,Puma,Sports,Red,Germany,Retail Store,234.46,16,3751.36
